Time,Height,Flow
11.04166628,0.826,66.2
11.05208294,0.827,66.3
11.06249961,0.828,66.5
11.07291628,0.827,66.3
11.08333294,0.828,66.5
11.09374961,0.834,67.3
11.10416627,0.83,66.8
11.11458294,0.83,66.8
11.12499961,0.829,66.6
11.13541627,0.829,66.6
11.14583294,0.83,66.8
11.1562496,0.831,66.9
11.16666627,0.825,66.1
11.17708294,0.827,66.3
11.1874996,0.83,66.8
11.19791627,0.827,66.3
11.20833293,0.828,66.5
11.2187496,0.822,65.6
11.22916627,0.826,66.2
11.23958293,0.825,66.1
11.2499996,0.826,66.2
11.26041626,0.822,65.6
11.27083293,0.822,65.6
11.2812496,0.821,65.5
11.29166626,0.823,65.8
11.30208293,0.819,65.2
11.31249959,0.816,64.8
11.32291626,0.82,65.3
11.33333293,0.823,65.8
11.34374959,0.817,64.9
11.35416626,0.817,64.9
11.36458292,0.821,65.5
11.37499959,0.825,66.1
11.38541626,0.84,68.2
11.39583292,0.853,70.1
11.40624959,0.862,71.4
11.41666625,0.861,71.2
11.42708292,0.867,72.1
11.43749959,0.867,72.1
11.44791625,0.87,72.5
11.45833292,0.873,72.9
11.46874958,0.881,74
11.47916625,0.879,73.7
11.48958292,0.884,74.5
11.49999958,0.89,75.3
11.51041625,0.891,75.4
11.52083291,0.893,75.7
11.53124958,0.89,75.3
11.54166625,0.891,75.4
11.55208291,0.89,75.3
11.56249958,0.888,75
11.57291624,0.885,74.6
11.58333291,0.88,73.9
11.59374958,0.873,72.9
11.60416624,0.858,70.8
11.61458291,0.853,70.1
11.62499957,0.851,69.8
11.63541624,0.858,70.8
11.64583291,0.867,72.1
11.65624957,0.887,74.9
11.66666624,0.909,78
11.6770829,0.933,81.4
11.68749957,0.954,84.5
11.69791624,0.963,85.8
11.7083329,0.974,87.4
11.71874957,0.969,86.7
11.72916623,0.965,86.1
11.7395829,0.959,85.2
11.74999957,0.954,84.5
11.76041623,0.943,82.9
11.7708329,0.934,81.6
11.78124956,0.932,81.3
11.79166623,0.924,80.1
11.8020829,0.916,79
11.81249956,0.911,78.3
11.82291623,0.91,78.1
11.83333289,0.899,76.6
11.84374956,0.896,76.1
11.85416623,0.888,75
11.86458289,0.884,74.5
11.87499956,0.878,73.6
11.88541622,0.876,73.3
11.89583289,0.866,71.9
11.90624956,0.86,71.1
11.91666622,0.854,70.3
11.92708289,0.851,69.8
11.93749955,0.846,69.1
11.94791622,0.842,68.5
11.95833289,0.841,68.4
11.96874955,0.833,67.2
11.97916622,0.827,66.3
11.98958288,0.825,66.1
11.99999955,0.821,65.5
12.01041622,0.814,64.5
12.02083288,0.81,63.9
12.03124955,0.81,63.9
12.04166621,0.805,63.2
12.05208288,0.801,62.6
12.06249955,0.796,61.9
12.07291621,0.794,61.7
12.08333288,0.789,61
12.09374954,0.786,60.5
12.10416621,0.784,60.3
12.11458288,0.782,60
12.12499954,0.775,59
12.13541621,0.772,58.6
12.14583287,0.769,58.2
12.15624954,0.767,57.9
12.16666621,0.761,57.1
12.17708287,0.762,57.2
12.18749954,0.756,56.4
12.1979162,0.753,56
12.20833287,0.749,55.5
12.21874954,0.748,55.3
12.2291662,0.744,54.8
12.23958287,0.744,54.8
12.24999953,0.74,54.3
12.2604162,0.735,53.6
12.27083287,0.734,53.5
12.28124953,0.731,53.1
12.2916662,0.73,52.9
12.30208286,0.726,52.4
12.31249953,0.725,52.3
12.3229162,0.721,51.8
12.33333286,0.72,51.6
12.34374953,0.716,51.1
12.35416619,0.714,50.8
12.36458286,0.711,50.5
12.37499953,0.711,50.5
12.38541619,0.709,50.2
12.39583286,0.707,49.9
12.40624952,0.698,48.8
12.41666619,0.698,48.8
12.42708286,0.698,48.8
12.43749952,0.699,48.9
12.44791619,0.695,48.4
12.45833285,0.696,48.5
12.46874952,0.689,47.6
12.47916619,0.689,47.6
12.48958285,0.684,47
12.49999952,0.682,46.7
12.51041618,0.678,46.2
12.52083285,0.68,46.5
12.53124952,0.677,46.1
12.54166618,0.674,45.7
12.55208285,0.67,45.2
12.56249951,0.671,45.4
12.57291618,0.67,45.2
12.58333285,0.668,45
12.59374951,0.666,44.7
12.60416618,0.665,44.6
12.61458284,0.662,44.3
12.62499951,0.661,44.1
12.63541618,0.659,43.9
12.64583284,0.657,43.6
12.65624951,0.655,43.4
12.66666617,0.655,43.4
12.67708284,0.651,42.9
12.68749951,0.648,42.5
12.69791617,0.646,42.3
12.70833284,0.648,42.5
12.7187495,0.647,42.4
12.72916617,0.645,42.2
12.73958284,0.644,42
12.7499995,0.641,41.7
12.76041617,0.641,41.7
12.77083283,0.64,41.6
12.7812495,0.637,41.2
12.79166617,0.634,40.8
12.80208283,0.632,40.6
12.8124995,0.629,40.2
12.82291616,0.626,39.9
12.83333283,0.626,39.9
12.8437495,0.626,39.9
12.85416616,0.625,39.8
12.86458283,0.626,39.9
12.87499949,0.626,39.9
12.88541616,0.622,39.4
12.89583283,0.622,39.4
12.90624949,0.622,39.4
12.91666616,0.621,39.3
12.92708282,0.619,39.1
12.93749949,0.619,39.1
12.94791616,0.619,39.1
12.95833282,0.617,38.8
12.96874949,0.617,38.8
12.97916615,0.616,38.7
12.98958282,0.615,38.6
