Time,Height
2.197916667,0.705
2.208333333,0.725
2.21875,0.731
2.229166667,0.737
2.239583333,0.752
2.25,0.771
2.260416667,0.788
2.270833333,0.803
2.28125,0.852
2.291666667,0.908
2.302083333,0.961
2.3125,0.961
2.322916667,1.095
2.333333333,1.217
2.34375,1.333
2.354166667,1.414
2.364583333,1.465
2.375,1.546
2.385416667,1.628
2.395833333,1.73
2.40625,1.875
2.416666667,2.045
2.427083333,2.141
2.4375,2.252
2.447916667,2.353
2.458333333,2.456
2.46875,2.548
2.479166667,2.651
2.489583333,2.763
2.5,2.898
2.510416667,3.061
2.520833333,3.197
2.53125,3.226
2.541666667,3.313
2.552083333,3.429
2.5625,3.516
2.572916667,3.634
2.583333333,3.729
2.59375,3.824
2.604166667,3.899
2.614583333,3.979
2.625,4.049
2.635416667,4.109
2.645833333,4.159
2.65625,4.209
2.666666667,4.259
2.677083333,4.309
2.6875,4.359
2.697916667,4.409
2.708333333,4.459
2.71875,4.509
2.729166667,4.559
2.739583333,4.589
2.75,4.619
2.760416667,4.649
2.770833333,4.675
2.78125,4.673
2.791666667,4.669
2.802083333,4.666
2.8125,4.654
2.822916667,4.634
2.833333333,4.633
2.84375,4.582
2.854166667,4.552
2.864583333,4.538
2.875,4.495
2.885416667,4.518
2.895833333,4.429
2.90625,4.429
2.916666667,4.324
2.927083333,4.339
2.9375,4.265
2.947916667,4.194
2.958333333,4.128
2.96875,3.977
2.979166667,3.756
2.989583333,3.605
3,3.501
3.010416667,3.421
3.020833333,3.263
3.03125,3.152
3.041666667,3.103
3.052083333,3.016
3.0625,2.952
3.072916667,2.893
3.083333333,2.818
3.09375,2.718
3.104166667,2.71
3.114583333,2.624
3.125,2.597
3.135416667,2.616
3.145833333,2.502
3.15625,2.449
3.166666667,2.444
3.177083333,2.407
3.1875,2.354
3.197916667,2.33
3.208333333,2.323
3.21875,2.279
3.229166667,2.19
3.239583333,2.226
3.25,2.195
3.260416667,2.152
3.270833333,2.119
3.28125,2.107
3.291666667,2.078
3.302083333,2.038
3.3125,2.027
3.322916667,2.006
3.333333333,1.977
3.34375,1.946
3.354166667,1.944
3.364583333,1.929
3.375,1.896
3.385416667,1.903
3.395833333,1.88
3.40625,1.873
3.416666667,1.837
3.427083333,1.811
3.4375,1.804
3.447916667,1.787
3.458333333,1.76
3.46875,1.751
3.479166667,1.721
3.489583333,1.711
3.5,1.699
3.510416667,1.688
3.520833333,1.67
3.53125,1.66
3.541666667,1.639
3.552083333,1.62
3.5625,1.616
3.572916667,1.589
3.583333333,1.581
3.59375,1.567
3.604166667,1.555
3.614583333,1.536
3.625,1.522
3.635416667,1.499
3.645833333,1.503
3.65625,1.486
3.666666667,1.469
3.677083333,1.447
3.6875,1.436
3.697916667,1.422
3.708333333,1.417
3.71875,1.379
3.729166667,1.39
3.739583333,1.392
3.75,1.37
3.760416667,1.36
3.770833333,1.369
3.78125,1.35
3.791666667,1.324
3.802083333,1.33
3.8125,1.314
3.822916667,1.301
3.833333333,1.301
3.84375,1.289
3.854166667,1.279
3.864583333,1.267
3.875,1.265
3.885416667,1.252
3.895833333,1.231
3.90625,1.218
3.916666667,1.22
3.927083333,1.215
3.9375,1.189
3.947916667,1.198
3.958333333,1.173
3.96875,1.18
3.979166667,1.153
3.989583333,1.156
4,1.145
4.010416667,1.135
4.020833333,1.127
4.03125,1.117
4.041666667,1.099
4.052083333,1.101
4.0625,1.086
4.072916667,1.083
4.083333333,1.077
4.09375,1.057
4.104166667,1.051
4.114583333,1.042
4.125,1.033
4.135416667,1.028
4.145833333,1.03
4.15625,1.009
4.166666667,0.999
4.177083333,0.997
4.1875,0.984
4.197916667,0.984
4.208333333,0.972
4.21875,0.968
4.229166667,0.959
4.239583333,0.957
4.25,0.949
4.260416667,0.931
4.270833333,0.942
4.28125,0.931
4.291666667,0.918
4.302083333,0.913
4.3125,0.902
4.322916667,0.883
4.333333333,0.887
4.34375,0.88
4.354166667,0.874
4.364583333,0.856
4.375,0.852
4.385416667,0.852
4.395833333,0.843
4.40625,0.834
4.416666667,0.832
4.427083333,0.819
4.4375,0.814
4.447916667,0.811
4.458333333,0.8
4.46875,0.786
4.479166667,0.788
4.489583333,0.791
4.5,0.783
4.510416667,0.776
4.520833333,0.764
4.53125,0.763
4.541666667,0.773
4.552083333,0.757
4.5625,0.756
4.572916667,0.758
4.583333333,0.754
4.59375,0.754
4.604166667,0.752
4.614583333,0.748
4.625,0.745
4.635416667,0.746
4.645833333,0.749
4.65625,0.742
4.666666667,0.746
4.677083333,0.743
4.6875,0.74
4.697916667,0.738
4.708333333,0.731
4.71875,0.73
4.729166667,0.73
4.739583333,0.726
4.75,0.726
4.760416667,0.722
4.770833333,0.725
4.78125,0.721
4.791666667,0.719
4.802083333,0.717
4.8125,0.714
4.822916667,0.713
4.833333333,0.709
4.84375,0.709
4.854166667,0.706
4.864583333,0.704
4.875,0.706
4.885416667,0.701
4.895833333,0.699
4.90625,0.699
4.916666667,0.695
4.927083333,0.693
4.9375,0.689
4.947916667,0.68
4.958333333,0.684
4.96875,0.676
4.979166667,0.68
4.989583333,0.68
