Time,Height
28.04166667,1.751
28.05208333,1.739
28.0625,1.736
28.07291667,1.733
28.08333333,1.726
28.09375,1.725
28.10416667,1.71
28.11458333,1.714
28.125,1.71
28.13541667,1.709
28.14583333,1.704
28.15625,1.697
28.16666667,1.697
28.17708333,1.69
28.1875,1.685
28.19791667,1.671
28.20833333,1.674
28.21875,1.671
28.22916667,1.665
28.23958333,1.665
28.25,1.657
28.26041667,1.648
28.27083333,1.651
28.28125,1.638
28.29166667,1.64
28.30208333,1.643
28.3125,1.635
28.32291667,1.632
28.33333333,1.629
28.34375,1.622
28.35416667,1.624
28.36458333,1.625
28.375,1.62
28.38541667,1.622
28.39583333,1.614
28.40625,1.611
28.41666667,1.61
28.42708333,1.613
28.4375,1.601
28.44791667,1.607
28.45833333,1.599
28.46875,1.595
28.47916667,1.594
28.48958333,1.588
28.5,1.588
28.51041667,1.585
28.52083333,1.579
28.53125,1.58
28.54166667,1.577
28.55208333,1.568
28.5625,1.572
28.57291667,1.569
28.58333333,1.565
28.59375,1.57
28.60416667,1.558
28.61458333,1.556
28.625,1.563
28.63541667,1.553
28.64583333,1.55
28.65625,1.551
28.66666667,1.548
28.67708333,1.545
28.6875,1.54
28.69791667,1.534
28.70833333,1.538
28.71875,1.532
28.72916667,1.536
28.73958333,1.534
28.75,1.53
28.76041667,1.53
28.77083333,1.527
28.78125,1.525
28.79166667,1.525
28.80208333,1.517
28.8125,1.518
28.82291667,1.513
28.83333333,1.516
28.84375,1.513
28.85416667,1.512
28.86458333,1.51
28.875,1.507
28.88541667,1.51
28.89583333,1.504
28.90625,1.504
28.91666667,1.502
28.92708333,1.498
28.9375,1.499
28.94791667,1.5
28.95833333,1.493
28.96875,1.497
28.97916667,1.494
28.98958333,1.492
